edad	is_condicion_fisica	detalle_condicion	epoca	is_camino_realizado_prev	ruta	dias	distancia	is_calzado_adecuado	is_tr_mochila	is_reserva_aloj	etapa_ideal	nota	consejos	intensidad_km_dia	is_experto_senderismo	genero_Mujer	pais_Argentina	pais_Colombia	pais_EEUU	pais_Espana	pais_Francia	pais_Italia	pais_Mexico	pais_Peru	pais_Portugal	pais_Reino_Unido	calzado_Playeros	calzado_Sandalias_de_trekking	calzado_Zapatillas_de_trail_running	calzado_Zapatillas_deportivas_normales	modo_realizacion_A_pie	modo_realizacion_En_bici	alojamiento_Albergues_privados_Hostales__Hoteles	alojamiento_Albergues_publicos	alojamiento_Albergues_publicos_Albergues_privados	alojamiento_Albergues_publicos_Albergues_privados_Airbnb	alojamiento_Albergues_publicos_Albergues_privados_Hostales__Hoteles	alojamiento_Hostales__Hoteles	alojamiento_Hostales__Hoteles_Airbnb	alojamiento_Hostales__Hoteles_Pensiones	alojamiento_No_aplica	is_volver_a_hacer_Tal_vez	is_lesion_Si_importante_me_hizo_abandonar	is_lesion_Si_leve	is_lesion_Si_moderado	alojamiento_Albergues_privados_Hostales__Hoteles.1	alojamiento_Albergues_publicos.1	alojamiento_Albergues_publicos_Albergues_privados.1	alojamiento_Albergues_publicos_Albergues_privados_Airbnb.1	alojamiento_Albergues_publicos_Albergues_privados_Hostales__Hoteles.1	alojamiento_Hostales__Hoteles.1	alojamiento_Hostales__Hoteles_Airbnb.1	alojamiento_Hostales__Hoteles_Pensiones.1	alojamiento_No_aplica.1	motivo_Cultural_turistico_Deportivo	motivo_Cultural_turistico_Deportivo_Personal_reflexivo	motivo_Cultural_turistico_Deportivo_Religioso	motivo_Cultural_turistico_Personal_reflexivo	motivo_Cultural_turistico_Personal_reflexivo_Religioso	motivo_Cultural_turistico_Religioso	motivo_Deportivo	motivo_Deportivo_Cultural_turistico	motivo_Deportivo_Cultural_turistico_Personal_reflexivo	motivo_Deportivo_Personal_reflexivo	motivo_Deportivo_Personal_reflexivo_Religioso	motivo_Deportivo_Religioso	motivo_Disfrutar_de_mis_amigos	motivo_Personal_reflexivo	motivo_Personal_reflexivo_Religioso	motivo_Religioso	motivo_Religioso_Cultural_turistico	motivo_Religioso_Cultural_turistico_Personal_reflexivo	motivo_Religioso_Deportivo	motivo_Religioso_Deportivo_Cultural_turistico_Personal_reflexivo	motivo_Religioso_Deportivo_Personal_reflexivo	motivo_Religioso_Personal_reflexivo	motivo_Religioso_Personal_reflexivo_Una_cosa_te_lleva_a_la_otra_si_darte_cuenta.	motivo_Turismo	nivel_expereincia_previo_Basica__10_km_ocasionalmente	nivel_expereincia_previo_Moderada_1020_km_regularmente	nivel_expereincia_previo_Ninguna	condicion_previa_Baja	condicion_previa_Media	dureza_Moderadas	dureza_Muy_variables	dureza_Suaves	hace_cuanto_Este_ano	hace_cuanto_Mas_de_2_anos	temporada_Otono	temporada_Primavera	temporada_Verano	grupo_edad_30-39	grupo_edad_40-49	grupo_edad_50-59	grupo_edad_60-70	is_volver_binaria	is_volver_talvez	is_lesion	prob_lesion_pred_rf	prob_lesion_pred_lr	prob_lesion_pred_nb	prob_lesion_pred	prob_transporte_mochila_pred_rf	prob_transporte_mochila_pred_lr	prob_transporte_mochila_pred_nb	prob_transporte_mochila_pred	prob_reserva_aloj_pred_rf	prob_reserva_aloj_pred_lr	prob_reserva_aloj_pred_nb	prob_reserva_aloj_pred	nota_pred_rf	nota_pred_linreg	nota_pred	intensidad_km_dia_pred_rf	intensidad_km_dia_pred_linreg	intensidad_km_dia_pred	ruta_recom_vecinos	epoca_recom_vecinos
37.0	0	No	Invierno	0	Primitivo	6.0	100	1	0	0	Largas y exigentes (≥ 25 km)	8.0	Sin respuesta	16.666666666666668	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.005	0.00022656109999073305	2.601615308684238e-16	0.00022656109999073305	0.1	0.3379254895205983	0.9828350715704549	0.9828350715704549	0.01	0.0037873684761625666	0.0	0.0037873684761625666	8.6825	8.576954192885259	8.576954192885259	16.666666666666732	17.996992773862637	16.666666666666732	Francés	Otoño
46.0	0	No	Verano	0	Primitivo	5.0	100	1	1	1	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	20.0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0075	0.0007699191542074731	0.7125567498157429	0.0007699191542074731	0.155	0.5158159146459177	0.9999488738529502	0.9999488738529502	0.9375	0.9992008789198672	1.0	0.9992008789198672	8.75	9.007315996879294	9.007315996879294	20.0	19.09151489111863	20.0	Francés	Verano
32.0	0	No	Verano	0	del Norte	6.0	100	1	1	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0.0	0.00021924658535000144	1.8675480276990566e-20	0.00021924658535000144	0.2125	0.3464044309181391	0.740889511967171	0.740889511967171	0.955	0.9991401693076746	1.0	0.9991401693076746	8.6725	8.638407929773237	8.638407929773237	16.666666666666732	18.25314257266911	16.666666666666732	Francés	Verano
22.0	0	No	Primavera	0	Inglés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	10.0	Sin respuesta	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.01	0.0007105501170512863	4.3055195174718496e-05	0.0007105501170512863	0.1225	0.3568825641202657	0.07517341243953891	0.07517341243953891	0.9825	0.9962931140654455	1.0	0.9962931140654455	8.87	8.850242035851972	8.850242035851972	16.666666666666732	16.993788632997788	16.666666666666732	Francés	Invierno
29.0	0	No	Invierno	0	Portugués	6.0	200	1	0	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	33.333333333333336	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.01	0.0010316215652565403	1.970860866227886e-07	0.0010316215652565403	0.1725	0.4120126785101388	0.9980898642947599	0.9980898642947599	0.96	0.9952877478210478	1.0	0.9952877478210478	8.55	8.396238246185371	8.396238246185371	33.33333333333349	25.931350132779855	33.33333333333349	Francés	Verano
25.0	0	No	Verano	0	Portugués	6.0	100	1	0	1	Largas y exigentes (≥ 25 km)	9.0	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0005679493940672297	0.18975743367817316	0.0005679493940672297	0.0775	0.620090121703781	0.5889840056967989	0.5889840056967989	0.995	0.9994912540688645	1.0	0.9994912540688645	8.625	8.615540899652325	8.615540899652325	16.66666666666673	17.86970553190226	16.66666666666673	Francés	Verano
32.0	1	Ligamento de rodilla inestable	Verano	1	Portugués	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	9.0	Sin respuesta	16.666666666666668	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0.0	0.0003748021118720329	2.887662743483983e-26	0.0003748021118720329	0.0925	0.4753306304310825	0.10598414416341094	0.10598414416341094	0.945	0.998234129630985	1.0	0.998234129630985	8.795	8.865831238413465	8.865831238413465	16.666666666666732	17.21817656392634	16.666666666666732	Francés	Verano
32.0	0	No	Otoño	0	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.0225	0.0006317154782977087	0.016148159771289056	0.0006317154782977087	0.105	0.4759189050917058	0.35963795328904385	0.35963795328904385	0.05	0.08830361271319447	1.2087586117263803e-33	0.08830361271319447	8.8875	8.859788414079537	8.859788414079537	16.666666666666732	17.340092242200864	16.666666666666732	Francés	Otoño
27.0	0	Ligamento de rodilla inestable	Verano	0	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Sin respuesta	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0175	0.0005816624791306875	9.24535460318332e-06	0.0005816624791306875	0.165	0.13542216430225493	1.2899400128560477e-09	1.2899400128560477e-09	0.0575	0.011475009216230618	3.742137812104169e-222	0.011475009216230618	8.56	8.784071690273562	8.784071690273562	16.666666666666732	17.822332319987808	16.666666666666732	Francés	Verano
32.0	0	No	Invierno	0	Francés	5.0	100	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	20.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0008045008147381363	4.4050240985774914e-05	0.0008045008147381363	0.1975	0.3375383462371741	0.9956978744460644	0.9956978744460644	0.075	0.00956036540144174	2.8963634680613694e-24	0.00956036540144174	8.6175	8.56247281332624	8.56247281332624	20.0	19.671730847497706	20.0	Inglés	Verano
24.0	0	No	Primavera	0	Primitivo	6.0	100	0	1	0	Largas y exigentes (≥ 25 km)	9.0	Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.02	0.001263329918266394	0.9999887366895749	0.001263329918266394	0.1775	0.2747001045044237	0.0056016780146185005	0.0056016780146185005	0.0275	0.004139985871073486	2.3415602832998787e-222	0.004139985871073486	8.6875	8.643686634053406	8.643686634053406	16.666666666666732	16.667135240659405	16.666666666666732	Portugués	Primavera
34.0	0	No	Verano	1	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	10.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.0075	0.0005809541690054732	2.7139470131367855e-15	0.0005809541690054732	0.0675	0.37205976166241783	0.9841689404957231	0.9841689404957231	0.015	0.051893814814728975	1.0323347876130696e-221	0.051893814814728975	8.715	8.788994652479127	8.788994652479127	16.66666666666673	17.489288301990147	16.66666666666673	Francés	Verano
36.0	0	No	Verano	0	del Norte	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	10.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.0	0.000660667323806635	3.845818203163006e-07	0.000660667323806635	0.105	0.279389166735504	0.18700149631350008	0.18700149631350008	0.99	0.9989244429457941	1.0	0.9989244429457941	8.9625	8.626360360119534	8.626360360119534	16.666666666666732	17.370993586764875	16.666666666666732	Francés	Verano
20.0	0	No	Otoño	0	Inglés	6.0	100	1	0	1	Largas y exigentes (≥ 25 km)	8.0	Sin respuesta	16.666666666666668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.04	0.0006130580468736561	0.9994039118654335	0.0006130580468736561	0.175	0.41518306696614604	0.0002620936401594425	0.0002620936401594425	0.92	0.9952363039681261	1.0	0.9952363039681261	8.715	8.692054891851079	8.692054891851079	16.666666666666732	16.220307778478606	16.666666666666732	Francés	Invierno
31.0	0	No	Primavera	0	Primitivo	16.0	200	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	12.5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0.6075	0.9983130009986698	1.0	0.9983130009986698	0.2725	0.6611651087660044	0.9999907987162026	0.9999907987162026	0.19	0.09552730439372895	1.5608355900274406e-35	0.09552730439372895	8.685	8.66847980789633	8.66847980789633	12.493137254901962	18.026073962706946	12.493137254901962	Francés	Invierno
21.0	1	Ligamento de rodilla inestable	Otoño	0	Francés	7.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	14.285714285714286	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0125	0.00047451562185430005	3.585442469530849e-12	0.00047451562185430005	0.12	0.7447964378783812	0.9998948474363594	0.9998948474363594	0.8775	0.997308647815369	1.0	0.997308647815369	8.8925	8.723549257212339	8.723549257212339	14.285714285714366	18.765142043064554	14.285714285714366	Francés	Verano
28.0	0	No	Otoño	0	Francés	24.0	200	1	0	1	Largas y exigentes (≥ 25 km)	9.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	8.333333333333334	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.01	0.0006394705499963511	1.1570721445849401e-13	0.0006394705499963511	0.1225	0.5582405839948846	0.9999652129407008	0.9999652129407008	0.875	0.9946749688716492	1.0	0.9946749688716492	8.905	8.767959919956406	8.767959919956406	8.345143604382764	8.990813586421831	8.345143604382764	Francés	Invierno
32.0	0	No	Verano	1	Francés	8.0	100	1	0	1	Cortas y fáciles (≤ 15 km)	8.0	Sin respuesta	12.5	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0.0075	0.0008939487975238974	6.93051987833447e-06	0.0008939487975238974	0.27	0.47995175320475114	0.9367951520415372	0.9367951520415372	0.9575	0.9995765292199836	1.0	0.9995765292199836	8.65	8.646003112781015	8.646003112781015	12.5	16.075998156478878	12.5	Francés	Verano
30.0	0	No	Verano	0	Francés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	16.666666666666668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0.01	0.0007340296025981776	3.381286957009902e-06	0.0007340296025981776	0.065	0.34787615245752657	0.052227190724965164	0.052227190724965164	0.98	0.9979813165039354	1.0	0.9979813165039354	8.7725	8.639803728153712	8.639803728153712	16.66666666666673	18.122665720248936	16.66666666666673	Francés	Verano
32.0	0	No	Otoño	0	Primitivo	4.0	100	1	0	0	Largas y exigentes (≥ 25 km)	8.0	Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	25.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.0075	0.0005918880461877443	3.923006454483573e-05	0.0005918880461877443	0.22	0.5478842469669924	0.9966388928952156	0.9966388928952156	0.0175	0.0020389817400712088	2.6546074897594912e-157	0.0020389817400712088	8.615	8.758512214510963	8.758512214510963	25.0	21.53027835691215	25.0	Inglés	Invierno
32.0	0	No	Verano	0	Francés	6.0	100	1	0	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0.005	0.00041108676610253966	9.95225606695161e-10	0.00041108676610253966	0.1525	0.6716513248598853	0.9997405262699754	0.9997405262699754	0.945	0.9996122669599312	1.0	0.9996122669599312	8.4925	8.824606092984443	8.824606092984443	16.666666666666732	18.928892483808717	16.666666666666732	Francés	Verano
45.0	0	No	Verano	0	Francés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0003769548263295671	1.3420610401193737e-08	0.0003769548263295671	0.0825	0.36657926804252444	0.27665201948729296	0.27665201948729296	0.995	0.9978371261900613	1.0	0.9978371261900613	8.8675	8.90256383543311	8.90256383543311	16.66666666666673	16.799260367639246	16.66666666666673	Francés	Verano
32.0	1	Dolor lumbar	Verano	0	Portugués	6.0	100	1	1	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.01	0.0003853451124175807	0.0005524748475993369	0.0003853451124175807	0.2875	0.6331883242497467	0.9999987495108231	0.9999987495108231	0.0525	0.0013857466351855077	1.1316659948495515e-219	0.0013857466351855077	8.5675	9.048625081894214	9.048625081894214	16.666666666666732	18.76592122875534	16.666666666666732	Francés	Verano
29.0	0	No	Primavera	1	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.01	0.0010278582886377892	0.0003429232472742396	0.0010278582886377892	0.0925	0.31886138286289634	0.41466983420138553	0.41466983420138553	0.14	0.0032069133953883298	1.9696782389100038e-25	0.0032069133953883298	8.7825	8.779665808316384	8.779665808316384	16.666666666666732	18.4818296068095	16.666666666666732	Francés	Primavera
26.0	0	No	Verano	0	Francés	6.0	100	1	0	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.005	0.0007004481571371384	0.004088326430910825	0.0007004481571371384	0.0925	0.2931165768962564	0.9290851402546226	0.9290851402546226	0.31	0.09358001737861593	2.310209198983597e-29	0.09358001737861593	8.5975	8.637753479355455	8.637753479355455	16.666666666666732	15.506332013452585	16.666666666666732	Francés	Verano
32.0	0	No	Invierno	0	Primitivo	14.0	200	1	1	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.0125	0.0011127607592325802	0.05917141165347731	0.0011127607592325802	0.16	0.49584739031372443	0.9979568525474628	0.9979568525474628	0.2925	0.3078212647903985	1.7044249256013e-29	0.3078212647903985	8.7575	8.655908761640655	8.655908761640655	14.286446886446965	19.465302007066732	14.286446886446965	Portugués	Invierno
34.0	0	No	Primavera	0	Francés	7.0	100	1	0	0	Cortas y fáciles (≤ 15 km)	9.0	Sin respuesta	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0.0	0.00039274400027046073	5.956756092888802e-07	0.00039274400027046073	0.1325	0.4557894961955269	0.9976856827178838	0.9976856827178838	0.0175	0.0002191461327832676	7.92055369168271e-220	0.0002191461327832676	9.015	8.94095958785602	8.94095958785602	14.285714285714366	15.605842605523325	14.285714285714366	Francés	Primavera
42.0	0	Ligamento de rodilla inestable	Verano	0	Portugués	12.0	200	1	1	1	Medias (~20 km con algo de desnivel)	10.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.005	0.0006230465862224547	1.4172448724656091e-07	0.0006230465862224547	0.1375	0.44012382117985754	0.1264683974216954	0.1264683974216954	0.9975	0.9987148960345813	1.0	0.9987148960345813	8.7075	8.880477519866579	8.880477519866579	16.666666666666746	20.8541160447026	16.666666666666746	Francés	Verano
