edad	is_condicion_fisica	detalle_condicion	epoca	is_camino_realizado_prev	ruta	dias	distancia	is_calzado_adecuado	is_tr_mochila	is_reserva_aloj	etapa_ideal	nota	consejos	intensidad_km_dia	is_experto_senderismo	genero_Mujer	pais_Argentina	pais_Colombia	pais_EEUU	pais_Espana	pais_Francia	pais_Italia	pais_Mexico	pais_Peru	pais_Portugal	pais_Reino_Unido	calzado_Playeros	calzado_Sandalias_de_trekking	calzado_Zapatillas_de_trail_running	calzado_Zapatillas_deportivas_normales	modo_realizacion_A_pie	modo_realizacion_En_bici	alojamiento_Albergues_privados_Hostales__Hoteles	alojamiento_Albergues_publicos	alojamiento_Albergues_publicos_Albergues_privados	alojamiento_Albergues_publicos_Albergues_privados_Airbnb	alojamiento_Albergues_publicos_Albergues_privados_Hostales__Hoteles	alojamiento_Hostales__Hoteles	alojamiento_Hostales__Hoteles_Airbnb	alojamiento_Hostales__Hoteles_Pensiones	alojamiento_No_aplica	is_volver_a_hacer_Tal_vez	is_lesion_Si_importante_me_hizo_abandonar	is_lesion_Si_leve	is_lesion_Si_moderado	alojamiento_Albergues_privados_Hostales__Hoteles.1	alojamiento_Albergues_publicos.1	alojamiento_Albergues_publicos_Albergues_privados.1	alojamiento_Albergues_publicos_Albergues_privados_Airbnb.1	alojamiento_Albergues_publicos_Albergues_privados_Hostales__Hoteles.1	alojamiento_Hostales__Hoteles.1	alojamiento_Hostales__Hoteles_Airbnb.1	alojamiento_Hostales__Hoteles_Pensiones.1	alojamiento_No_aplica.1	motivo_Cultural_turistico_Deportivo	motivo_Cultural_turistico_Deportivo_Personal_reflexivo	motivo_Cultural_turistico_Deportivo_Religioso	motivo_Cultural_turistico_Personal_reflexivo	motivo_Cultural_turistico_Personal_reflexivo_Religioso	motivo_Cultural_turistico_Religioso	motivo_Deportivo	motivo_Deportivo_Cultural_turistico	motivo_Deportivo_Cultural_turistico_Personal_reflexivo	motivo_Deportivo_Personal_reflexivo	motivo_Deportivo_Personal_reflexivo_Religioso	motivo_Deportivo_Religioso	motivo_Disfrutar_de_mis_amigos	motivo_Personal_reflexivo	motivo_Personal_reflexivo_Religioso	motivo_Religioso	motivo_Religioso_Cultural_turistico	motivo_Religioso_Cultural_turistico_Personal_reflexivo	motivo_Religioso_Deportivo	motivo_Religioso_Deportivo_Cultural_turistico_Personal_reflexivo	motivo_Religioso_Deportivo_Personal_reflexivo	motivo_Religioso_Personal_reflexivo	motivo_Religioso_Personal_reflexivo_Una_cosa_te_lleva_a_la_otra_si_darte_cuenta.	motivo_Turismo	nivel_expereincia_previo_Basica__10_km_ocasionalmente	nivel_expereincia_previo_Moderada_1020_km_regularmente	nivel_expereincia_previo_Ninguna	condicion_previa_Baja	condicion_previa_Media	dureza_Moderadas	dureza_Muy_variables	dureza_Suaves	hace_cuanto_Este_ano	hace_cuanto_Mas_de_2_anos	temporada_Otono	temporada_Primavera	temporada_Verano	grupo_edad_30-39	grupo_edad_40-49	grupo_edad_50-59	grupo_edad_60-70	is_volver_binaria	is_volver_talvez	is_lesion	prob_lesion_pred_rf	prob_lesion_pred_lr	prob_lesion_pred_nb	prob_lesion_pred	prob_transporte_mochila_pred_rf	prob_transporte_mochila_pred_lr	prob_transporte_mochila_pred_nb	prob_transporte_mochila_pred	prob_reserva_aloj_pred_rf	prob_reserva_aloj_pred_lr	prob_reserva_aloj_pred_nb	prob_reserva_aloj_pred	nota_pred_rf	nota_pred_linreg	nota_pred	intensidad_km_dia_pred_rf	intensidad_km_dia_pred_linreg	intensidad_km_dia_pred	ruta_recom_vecinos	epoca_recom_vecinos
42.0	0	No	Verano	0	Francés	7.0	100	1	0	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0.02	0.0006811076665111744	1.7488304693657104e-05	0.0006811076665111744	0.1175	0.3785683207017482	0.010470772662514147	0.010470772662514147	0.9975	0.9978688996261856	1.0	0.9978688996261856	8.935	8.777245502786656	8.777245502786656	14.285714285714366	15.375215898139416	14.285714285714366	Francés	Verano
25.0	0	No	Verano	0	Francés	6.0	200	1	0	1	Cortas y fáciles (≤ 15 km)	6.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	33.333333333333336	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0.605	0.9996761418560669	1.0	0.9996761418560669	0.215	0.8178851252724478	0.9999999999999147	0.9999999999999147	0.9425	0.9999390843624459	1.0	0.9999390843624459	6.87	6.594226279818397	6.594226279818397	33.33333333333349	27.461356344092888	33.33333333333349	Francés	Verano
32.0	1	Escoliosis	Verano	0	Portugués	5.0	100	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	20.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0025	0.0006337934351123503	0.00032528113379455613	0.0006337934351123503	0.105	0.21337139379508757	0.0005744859521746417	0.0005744859521746417	0.1625	0.0029524572594651285	1.7865459311040944e-28	0.0029524572594651285	8.55	8.613568455850489	8.613568455850489	20.0	20.003500646337592	20.0	Francés	Invierno
28.0	0	No	Verano	1	Francés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	7.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.2575	0.01064661790752492	0.9999999991489972	0.01064661790752492	0.05	0.38166815902882334	0.7888016358361851	0.7888016358361851	0.9925	0.9994082388538722	1.0	0.9994082388538722	7.3275	6.976452037747613	6.976452037747613	16.666666666666732	16.724072621441643	16.666666666666732	Francés	Verano
29.0	0	No	Primavera	0	del Norte	20.0	200	1	0	0	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	10.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0.0475	0.0009555199171455724	9.447321962434713e-05	0.0009555199171455724	0.2	0.4989025140302999	0.9965583239357853	0.9965583239357853	0.165	0.1010253008177543	4.855192801234675e-28	0.1010253008177543	8.615	8.578369409305742	8.578369409305742	10.000170881749852	12.92876285609018	10.000170881749852	Francés	Invierno
39.0	0	No	Verano	0	Portugués	6.0	200	1	0	1	Largas y exigentes (≥ 25 km)	8.0	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	33.333333333333336	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.0025	0.0008559049876609874	1.8603775907104284e-07	0.0008559049876609874	0.21	0.4270220810665116	0.05191811792948611	0.05191811792948611	0.9875	0.997178092779498	1.0	0.997178092779498	8.5825	8.421504467351385	8.421504467351385	33.33333333333349	27.472921998645866	33.33333333333349	Francés	Verano
62.0	0	No	Otoño	1	Portugués	6.0	100	0	1	1	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0.04	0.0012190042888728261	0.9999999900256036	0.0012190042888728261	0.4125	0.9403625471569659	1.0	1.0	0.4275	0.7652371042601737	8.507280393716433e-18	0.7652371042601737	8.5925	8.606247109444258	8.606247109444258	16.666666666666732	18.032753922318488	16.666666666666732	Francés	Otoño
28.0	0	No	Verano	0	Portugués	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.01	0.00044312773222221795	4.280882447695535e-09	0.00044312773222221795	0.24	0.7122650256624887	0.999989823514678	0.999989823514678	0.9575	0.9997992857524691	1.0	0.9997992857524691	8.495	8.657381050122018	8.657381050122018	16.66666666666673	17.780904777846985	16.66666666666673	Francés	Verano
24.0	0	No	Otoño	0	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0.0025	0.0005062189987826922	0.0014278574410529123	0.0005062189987826922	0.095	0.2832580459588232	0.006697864334187176	0.006697864334187176	0.1575	0.005749623296993128	3.7332216523851503e-28	0.005749623296993128	8.6775	8.87291155821262	8.87291155821262	16.666666666666732	16.520964208684394	16.666666666666732	Portugués	Otoño
36.0	0	No	Verano	0	Francés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0.0225	0.0008200011332219512	0.5726539571459067	0.0008200011332219512	0.115	0.36698226095621783	0.05104131462946445	0.05104131462946445	0.98	0.997787979911568	1.0	0.997787979911568	8.8975	8.708169242044235	8.708169242044235	16.666666666666732	18.043108033918955	16.666666666666732	Francés	Verano
32.0	0	No	Primavera	0	Primitivo	13.0	200	1	0	0	Largas y exigentes (≥ 25 km)	9.0	Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	15.384615384615383	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0.015	0.0005337968866099157	0.0	0.0005337968866099157	0.115	0.4790084983003065	0.86288753404329	0.86288753404329	0.245	0.06588462475746214	2.1260149805235605e-35	0.06588462475746214	8.94	8.838311686406982	8.838311686406982	15.376373626373548	20.930966905196648	15.376373626373548	Francés	Primavera
24.0	0	No	Verano	0	Inglés	8.0	100	1	0	0	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	12.5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.01	0.0005440181493541181	5.022331561847569e-07	0.0005440181493541181	0.1425	0.21435539567383965	0.957511489996287	0.957511489996287	0.205	0.06497491355689636	1.464689960840024e-23	0.06497491355689636	8.84	8.96785365909154	8.96785365909154	12.5	15.026368417493735	12.5	Portugués	Otoño
52.0	0	No	Otoño	1	del Norte	9.0	200	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Sin respuesta	22.22222222222222	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0175	0.0005753827355891044	3.8504058322945134e-07	0.0005753827355891044	0.145	0.6892919257207399	0.9999997596082228	0.9999997596082228	0.2425	0.003009344925752616	4.3922646878995416e-26	0.003009344925752616	8.76	8.873557475162631	8.873557475162631	22.222222222222417	25.006559272739775	22.222222222222417	Francés	Otoño
32.0	0	No	Primavera	0	Portugués	3.0	100	1	0	1	Medias (~20 km con algo de desnivel)	9.0	Sin respuesta	33.333333333333336	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0.005	0.0008067565144114961	0.781071405840183	0.0008067565144114961	0.1375	0.5493761084963404	0.9855802375076325	0.9855802375076325	0.96	0.9942628060549837	1.0	0.9942628060549837	8.735	8.659119114685211	8.659119114685211	33.33333333333349	20.65344714772842	33.33333333333349	Francés	Primavera
32.0	0	No	Verano	1	Inglés	7.0	100	1	1	1	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0075	0.00043934801498943064	0.00025694711468734793	0.00043934801498943064	0.215	0.4110731014613242	0.018340388867271358	0.018340388867271358	0.9975	0.9970874739262732	1.0	0.9970874739262732	8.6975	8.796781785201764	8.796781785201764	14.285714285714366	15.023323936504239	14.285714285714366	Portugués	Verano
32.0	0	No	Verano	0	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.015	0.0009634297725969222	0.0009532117675197593	0.0009634297725969222	0.1	0.3933260858036727	0.18157029058886245	0.18157029058886245	0.585	0.46915025819958384	2.0854423103819682e-29	0.46915025819958384	8.6475	8.67024287482563	8.67024287482563	16.666666666666732	18.089405613223704	16.666666666666732	Portugués	Primavera
32.0	0	No	Verano	0	Primitivo	13.0	200	1	0	1	Largas y exigentes (≥ 25 km)	8.0	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	15.384615384615383	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0.525	0.9983231811516039	1.0	0.9983231811516039	0.2675	0.7773711198126921	0.9999985669866085	0.9999985669866085	0.9675	0.9960705002018923	1.0	0.9960705002018923	8.8075	8.555692778029503	8.555692778029503	15.388278388278309	18.619394179168204	15.388278388278309	Francés	Verano
26.0	0	No	Verano	0	Francés	6.0	100	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0025	0.00042365736123795917	3.8555277942833796e-19	0.00042365736123795917	0.2075	0.4972656904116629	0.6296943306448839	0.6296943306448839	0.095	0.04452698719781048	4.649163263179257e-222	0.04452698719781048	8.6075	8.729105687752948	8.729105687752948	16.66666666666673	18.21508774261739	16.66666666666673	Francés	Verano
32.0	1	Ligamento de rodilla inestable	Verano	0	Inglés	3.0	100	1	0	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	33.333333333333336	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.025	0.0010416696108582954	0.5852856444447879	0.0010416696108582954	0.145	0.6096197640396923	0.9972629593690397	0.9972629593690397	0.455	0.42854842961166345	3.688833448720518e-28	0.42854842961166345	8.705	8.526441755041022	8.526441755041022	33.33333333333349	20.99731292150734	33.33333333333349	Francés	Verano
32.0	0	No	Verano	0	Inglés	6.0	100	1	1	0	Medias (~20 km con algo de desnivel)	9.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0075	0.00046275912727849946	2.534876546671554e-06	0.00046275912727849946	0.03	0.23296098939762686	0.0029309847378050317	0.0029309847378050317	0.395	0.491932635344672	6.842611545363777e-29	0.491932635344672	8.5325	8.707226546692812	8.707226546692812	16.66666666666673	17.831317724406574	16.66666666666673	Primitivo	Verano
32.0	0	No	Otoño	0	Primitivo	7.0	100	0	0	0	Cortas y fáciles (≤ 15 km)	9.0	Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0.0025	0.0017190648094662598	0.9775363775604773	0.0017190648094662598	0.0925	0.4875776236656792	0.9679695327937046	0.9679695327937046	0.27	0.08402178774117415	6.140800188595457e-31	0.08402178774117415	8.5775	8.612414620847026	8.612414620847026	14.285714285714366	16.400479681074657	14.285714285714366	Francés	Otoño
32.0	0	No	Otoño	1	Francés	5.0	100	1	1	1	Medias (~20 km con algo de desnivel)	10.0	Sin respuesta	20.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0.0125	0.0008087407799873695	1.5852009408034165e-07	0.0008087407799873695	0.125	0.6288535743136312	0.9999554780338219	0.9999554780338219	0.865	0.9987393447039317	1.0	0.9987393447039317	8.6525	8.829165924869402	8.829165924869402	20.0	19.691572822236047	20.0	Francés	Verano
36.0	0	No	Verano	1	Francés	6.0	100	1	1	1	Medias (~20 km con algo de desnivel)	9.0	Sin respuesta	16.666666666666668	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.0	0.0003947219008218999	6.603664471487249e-09	0.0003947219008218999	0.25	0.4782361766771573	0.9950742864045695	0.9950742864045695	0.9525	0.9990822090144758	1.0	0.9990822090144758	8.8125	8.736091302386646	8.736091302386646	16.66666666666673	17.323227847045985	16.66666666666673	Francés	Verano
27.0	0	No	Verano	0	Portugués	7.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0.0025	0.0007189244446086148	2.105865073328393e-07	0.0007189244446086148	0.1	0.4481742621055248	0.9379312871773102	0.9379312871773102	0.9875	0.9984312984424566	1.0	0.9984312984424566	8.49	8.763609694049224	8.763609694049224	14.285714285714366	16.266073645357952	14.285714285714366	Portugués	Verano
32.0	1	Asma leve	Verano	0	Primitivo	14.0	200	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	14.285714285714286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.03	0.0009575275631393368	0.5586625419449395	0.0009575275631393368	0.2575	0.6019006625712081	0.7399740001300144	0.7399740001300144	0.98	0.997108970454374	1.0	0.997108970454374	8.9375	8.747037649541717	8.747037649541717	14.29157509157517	18.300971387807195	14.29157509157517	Francés	Verano
32.0	0	No	Otoño	1	Francés	8.0	100	1	0	0	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	12.5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.0075	0.0012988225531745002	0.8533223330947645	0.0012988225531745002	0.1325	0.17644425923442605	9.783632842843208e-07	9.783632842843208e-07	0.0275	0.0002857500129872655	0.0	0.0002857500129872655	8.695	8.788236113718526	8.788236113718526	12.5	13.604663312267286	12.5	Francés	Verano
32.0	0	No	Otoño	0	Francés	6.0	100	1	0	1	Medias (~20 km con algo de desnivel)	8.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	16.666666666666668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.0075	0.0006639942267520621	5.474322535431814e-06	0.0006639942267520621	0.21	0.5593195908271117	0.9624137388905063	0.9624137388905063	0.975	0.9980787791367859	1.0	0.9980787791367859	8.7575	8.820296046543485	8.820296046543485	16.666666666666732	18.114373947471353	16.666666666666732	Francés	Verano
32.0	0	No	Verano	0	del Norte	6.0	200	0	0	0	Medias (~20 km con algo de desnivel)	8.0	Sin respuesta	33.333333333333336	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0.035	0.0014142035214052778	0.7171840056346712	0.0014142035214052778	0.1875	0.6151625204353051	0.9911992122432107	0.9911992122432107	0.235	0.02800730699962571	3.721704549270848e-26	0.02800730699962571	8.8175	8.920739250489001	8.920739250489001	33.33333333333349	27.968055531907467	33.33333333333349	Francés	Verano
